customer_id,age,signup_date,segment,region
5776,34,2024-01-05,Standard,South
5777,49,2024-10-02,Standard,South
5778,24,2024-04-13,Premium,South
5779,18,2023-11-08,Standard,West
5780,71,2023-12-07,Standard,West
5781,46,2023-12-04,Standard,East
5782,70,2024-03-16,Budget,South
5783,38,2023-11-04,Premium,South
5784,38,2024-05-05,Premium,South
5785,38,2024-02-12,Standard,East
5786,58,2024-12-12,Standard,West
5787,68,2024-08-12,Standard,South
5788,42,2023-11-30,Standard,East
5789,41,2024-02-07,Standard,North
5790,30,2024-07-31,Budget,South
5791,67,2024-11-29,Budget,North
5792,63,2024-04-17,Standard,South
5793,69,2024-03-24,Standard,East
5794,22,2024-12-10,Budget,West
5795,49,2024-11-20,Standard,South
5796,37,2024-10-10,Premium,South
5797,60,2023-09-16,Budget,South
5798,68,2024-03-09,Premium,West
5799,46,2023-03-17,Budget,West
5800,43,2024-08-19,Standard,West
5801,20,2024-07-10,Standard,East
5802,75,2024-12-19,Standard,North
5803,67,2023-04-22,Standard,South
5804,60,2024-11-04,Standard,East
5805,59,2023-06-20,Standard,North
5806,59,2024-07-30,Standard,West
5807,68,2023-12-06,Standard,West
5808,18,2023-04-19,Budget,North
5809,32,2023-09-22,Standard,South
5810,41,2024-04-01,Standard,West
5811,67,2024-04-19,Standard,South
5812,19,2023-12-20,Budget,West
5813,36,2023-04-18,Budget,West
5814,25,2023-03-29,Premium,South
5815,37,2023-12-23,Standard,East
5816,68,2024-04-11,Budget,South
5817,48,2024-06-17,Premium,East
5818,24,2024-05-02,Budget,West
5819,46,2024-12-14,Budget,East
5820,37,2023-03-10,Premium,North
5821,25,2024-12-28,Budget,North
5822,59,2023-12-18,Premium,North
5823,69,2024-11-24,Budget,South
5824,51,2023-09-07,Budget,South
5825,28,2024-07-19,Budget,East
5826,45,2024-07-27,Standard,West
5827,69,2023-08-26,Standard,West
5828,29,2024-10-06,Budget,South
5829,60,2024-10-17,Standard,West
5830,19,2024-02-10,Budget,South
5831,55,2024-04-05,Premium,West
5832,18,2024-02-03,Budget,South
5833,35,2023-07-30,Standard,North
5834,24,2024-08-14,Standard,South
5835,38,2024-01-10,Premium,South
5836,25,2024-04-13,Budget,East
5837,73,2024-11-17,Standard,West
5838,58,2024-06-24,Standard,East
5839,42,2024-09-03,Premium,West
5840,25,2024-08-24,Standard,East
5841,72,2023-12-27,Standard,West
5842,29,2024-09-24,Budget,East
5843,55,2024-09-21,Standard,North
5844,26,2024-11-19,Budget,East
5845,33,2023-05-01,Budget,East
5846,29,2023-04-30,Budget,East
5847,27,2024-12-11,Standard,West
5848,56,2024-03-04,Premium,South
5849,42,2024-08-11,Budget,West
5850,49,2023-07-10,Premium,South
5851,28,2024-07-22,Budget,West
5852,26,2023-10-23,Budget,South
5853,71,2023-11-19,Budget,West
5854,21,2024-09-26,Budget,East
5855,49,2023-01-10,Budget,South
5856,70,2023-07-19,Premium,West
5857,50,2024-07-29,Budget,West
5858,61,2024-02-23,Standard,West
5859,63,2024-03-01,Standard,West
5860,28,2024-05-15,Budget,North
5861,19,2024-08-01,Budget,South
5862,20,2023-10-27,Budget,East
5863,52,2023-08-19,Standard,East
5864,67,2023-06-22,Premium,West
5865,65,2024-08-02,Standard,West
5866,50,2024-07-16,Standard,North
5867,25,2024-08-09,Standard,East
5868,70,2024-07-10,Premium,East
5869,70,2024-07-09,Standard,North
5870,52,2024-03-27,Standard,South
5871,24,2024-03-11,Standard,South
5872,73,2023-11-01,Premium,North
5873,34,2024-04-05,Premium,East
5874,46,2023-03-31,Premium,North
5875,31,2023-08-31,Budget,East
5876,57,2024-12-28,Standard,West
5877,57,2023-06-19,Premium,South
5878,70,2023-07-31,Standard,South
5879,54,2023-03-02,Premium,East
5880,35,2024-06-29,Budget,South
5881,63,2023-11-28,Standard,East
5882,54,2023-10-24,Premium,East
5883,75,2024-06-10,Standard,North
5884,66,2023-05-19,Standard,West
5885,35,2023-03-02,Budget,South
5886,73,2024-12-19,Standard,South
5887,27,2023-09-13,Budget,East
5888,66,2023-09-11,Premium,West
5889,27,2024-05-16,Budget,East
5890,44,2024-10-04,Standard,West
5891,22,2024-04-07,Budget,North
5892,50,2024-02-17,Standard,East
5893,74,2024-12-12,Standard,East
5894,49,2024-04-10,Standard,East
5895,18,2024-08-18,Standard,North
5896,58,2024-04-14,Premium,East
5897,68,2023-03-06,Premium,West
5898,45,2023-08-12,Premium,South
5899,35,2024-05-21,Budget,East
5900,39,2023-10-18,Standard,South
5901,72,2024-08-02,Premium,West
5902,75,2023-12-18,Budget,North
5903,24,2023-02-17,Budget,West
5904,25,2023-01-17,Budget,South
5905,47,2024-03-27,Budget,North
5906,30,2024-03-14,Premium,South
5907,37,2024-10-27,Standard,South
5908,23,2023-10-08,Budget,East
5909,23,2023-09-14,Budget,East
5910,75,2024-11-11,Premium,South
5911,43,2023-02-23,Budget,East
5912,66,2024-12-17,Standard,South
5913,59,2024-03-15,Standard,North
5914,24,2024-12-21,Budget,North
5915,48,2023-08-07,Standard,North
5916,55,2023-05-16,Standard,South
5917,61,2024-06-15,Premium,West
5918,18,2023-01-10,Budget,East
5919,73,2023-05-04,Premium,West
5920,26,2024-12-11,Standard,West
5921,32,2023-03-14,Budget,West
5922,64,2023-04-02,Budget,North
5923,38,2023-04-16,Budget,East
5924,26,2023-11-03,Budget,West
5925,59,2023-05-17,Standard,South
5926,51,2023-03-12,Standard,North
5927,59,2024-09-16,Premium,South
5928,40,2024-03-26,Standard,South
5929,65,2024-10-05,Standard,South
5930,57,2024-02-26,Standard,West
5931,23,2023-08-11,Budget,North
5932,66,2023-05-24,Premium,North
5933,64,2024-08-26,Premium,West
5934,45,2023-12-26,Standard,East
5935,33,2023-05-24,Standard,East
5936,23,2024-10-22,Premium,South
5937,56,2024-07-20,Budget,East
5938,19,2024-12-08,Standard,East
5939,51,2023-07-30,Premium,South
5940,36,2024-02-06,Standard,North
5941,49,2023-09-03,Budget,West
5942,33,2023-04-26,Standard,West
5943,56,2024-10-15,Standard,North
5944,74,2024-06-24,Standard,North
5945,38,2024-01-05,Standard,South
5946,73,2024-02-01,Budget,West
5947,52,2024-01-10,Budget,South
5948,67,2024-04-27,Standard,North
5949,55,2023-01-18,Standard,North
5950,34,2023-01-15,Budget,South
5951,21,2023-02-10,Budget,West
5952,36,2024-06-02,Budget,West
5953,62,2024-03-09,Standard,West
5954,58,2023-03-26,Standard,South
5955,23,2023-10-12,Budget,East
5956,50,2023-03-22,Budget,South
5957,52,2023-06-09,Premium,East
5958,55,2024-02-05,Budget,North
5959,62,2023-11-14,Standard,West
5960,21,2023-09-02,Premium,South
5961,45,2023-03-30,Budget,North
5962,57,2024-04-09,Premium,North
5963,60,2023-11-13,Premium,South
5964,18,2023-05-03,Budget,South
5965,18,2024-12-19,Standard,South
5966,40,2024-05-23,Budget,East
5967,41,2023-06-20,Budget,South
5968,64,2023-10-03,Standard,North
5969,39,2023-01-31,Premium,West
5970,51,2023-10-06,Premium,North
5971,63,2023-09-27,Standard,North
5972,47,2024-05-23,Budget,East
5973,49,2023-02-26,Standard,South
5974,28,2024-01-12,Standard,East
5975,75,2023-04-16,Standard,North
5976,65,2023-08-22,Standard,North
5977,72,2023-02-15,Standard,North
5978,20,2023-09-08,Standard,West
5979,42,2024-01-08,Budget,South
5980,72,2023-07-03,Standard,North
5981,69,2024-07-20,Budget,West
5982,38,2023-08-18,Standard,South
5983,64,2024-03-02,Standard,East
5984,70,2023-10-05,Budget,North
5985,41,2024-08-08,Premium,North
5986,61,2024-05-29,Budget,North
5987,32,2023-07-03,Standard,North
5988,22,2024-02-15,Premium,West
5989,67,2023-10-17,Premium,East
5990,23,2023-12-02,Budget,West
5991,41,2023-01-09,Premium,South
5992,54,2023-10-26,Standard,East
5993,33,2024-09-29,Standard,West
5994,55,2024-01-13,Standard,West
5995,64,2023-07-20,Premium,South
5996,18,2023-06-04,Budget,West
5997,32,2023-01-25,Budget,East
5998,71,2024-10-13,Budget,North
5999,18,2023-12-10,Budget,West
6000,24,2023-11-11,Standard,South
6001,33,2024-06-26,Budget,West
6002,21,2024-05-18,Premium,South
6003,35,2024-12-29,Premium,North
6004,32,2023-02-14,Standard,West
6005,75,2024-12-18,Standard,East
6006,65,2024-04-14,Budget,North
6007,24,2024-08-17,Budget,South
6008,70,2024-10-14,Standard,West
6009,55,2023-03-18,Premium,North
6010,60,2024-03-21,Budget,South
6011,36,2023-08-31,Standard,East
6012,69,2023-11-19,Premium,West
6013,71,2024-12-18,Premium,East
6014,46,2023-11-22,Budget,East
6015,22,2023-08-28,Budget,South
6016,67,2023-05-20,Premium,North
6017,24,2023-06-09,Premium,South
6018,47,2024-04-05,Standard,East
6019,25,2024-02-21,Budget,East
6020,46,2023-08-01,Standard,East
6021,34,2024-04-19,Budget,North
6022,28,2023-04-03,Standard,East
6023,62,2024-12-22,Standard,North
6024,71,2023-08-09,Budget,East
6025,23,2023-06-01,Standard,South
6026,43,2023-12-31,Standard,North
6027,37,2024-11-24,Standard,East
6028,19,2023-06-28,Standard,West
6029,53,2024-04-08,Budget,South
6030,47,2023-04-07,Standard,North
6031,25,2023-05-24,Budget,North
6032,71,2023-03-05,Premium,South
6033,30,2023-05-14,Standard,West
6034,61,2024-01-17,Premium,North
6035,55,2024-08-19,Standard,East
6036,19,2023-03-18,Standard,North
6037,75,2023-07-22,Standard,West
6038,23,2023-05-12,Standard,East
6039,20,2023-05-06,Budget,West
6040,28,2023-02-21,Standard,West
6041,49,2024-02-09,Budget,North
6042,61,2024-01-27,Budget,West
6043,40,2023-06-26,Budget,South
6044,35,2023-07-11,Budget,East
6045,74,2024-04-01,Budget,South
6046,57,2023-02-05,Standard,South
6047,36,2024-10-24,Premium,West
6048,74,2024-02-26,Premium,West
6049,23,2023-03-04,Budget,East
6050,26,2024-01-28,Budget,West
6051,59,2023-07-24,Standard,South
6052,69,2024-10-07,Standard,North
6053,68,2024-01-27,Premium,East
6054,52,2024-05-06,Premium,West
6055,54,2023-12-19,Standard,East
6056,35,2024-02-02,Standard,South
6057,38,2023-01-27,Standard,South
6058,75,2023-01-31,Premium,East
6059,69,2023-03-01,Premium,West
6060,40,2024-06-26,Standard,South
6061,24,2023-06-13,Standard,South
6062,33,2024-11-03,Budget,East
6063,70,2024-06-30,Standard,North
6064,54,2023-08-13,Premium,West
6065,71,2023-12-30,Premium,South
6066,33,2023-06-30,Premium,East
6067,40,2024-12-15,Standard,North
6068,62,2024-12-21,Standard,East
6069,54,2024-08-04,Standard,South
6070,30,2024-07-30,Standard,West
6071,37,2024-07-09,Standard,South
6072,20,2024-05-17,Budget,North
6073,32,2023-02-27,Budget,South
6074,51,2023-01-21,Premium,West
6075,39,2023-01-01,Standard,South
6076,39,2023-05-14,Premium,South
6077,21,2023-11-28,Standard,North
6078,55,2023-06-01,Budget,South
6079,72,2023-04-24,Premium,East
6080,41,2023-03-16,Standard,West
6081,24,2024-08-23,Budget,East
6082,38,2023-11-06,Standard,South
6083,64,2023-06-11,Standard,West
6084,49,2024-10-16,Premium,East
6085,63,2023-06-28,Premium,East
6086,60,2023-08-17,Standard,South
6087,37,2024-01-23,Premium,East
6088,29,2023-05-11,Standard,North
6089,54,2024-12-19,Premium,West
6090,20,2024-08-04,Premium,South
6091,38,2024-09-08,Standard,South
6092,54,2024-10-16,Premium,North
6093,27,2024-05-23,Budget,East
6094,33,2023-03-21,Standard,East
6095,28,2023-11-24,Budget,North
6096,60,2024-12-26,Standard,East
6097,18,2024-04-02,Standard,East
6098,33,2023-08-03,Premium,North
6099,34,2023-12-25,Standard,North
6100,21,2023-01-02,Budget,West
6101,64,2024-03-24,Premium,West
6102,74,2023-06-20,Budget,West
6103,74,2024-05-19,Premium,West
6104,52,2023-12-26,Standard,West
6105,71,2023-04-14,Standard,West
6106,59,2024-08-14,Budget,South
6107,46,2023-06-16,Standard,North
6108,36,2023-02-04,Budget,North
6109,34,2023-11-23,Standard,North
6110,39,2023-03-17,Budget,South
6111,28,2024-01-20,Premium,North
6112,75,2024-07-14,Budget,North
6113,56,2023-12-13,Standard,West
6114,19,2024-12-22,Budget,West
6115,28,2024-10-31,Standard,West
6116,21,2023-06-10,Budget,North
6117,31,2023-12-06,Standard,South
6118,62,2024-02-24,Standard,East
6119,36,2024-11-07,Premium,East
6120,24,2023-09-01,Premium,North
6121,54,2024-02-07,Standard,West
6122,21,2023-06-07,Standard,East
6123,45,2023-01-04,Budget,North
6124,70,2023-10-29,Premium,West
6125,24,2023-07-24,Budget,North
6126,28,2023-07-31,Standard,East
6127,48,2023-03-25,Premium,North
6128,68,2023-11-12,Standard,West
6129,49,2024-04-27,Standard,East
6130,59,2023-04-04,Premium,West
6131,41,2023-07-09,Standard,West
6132,29,2024-01-14,Budget,West
6133,34,2023-02-15,Standard,West
6134,34,2024-04-21,Budget,South
6135,54,2023-10-03,Budget,North
6136,66,2023-06-04,Standard,North
6137,60,2023-03-29,Premium,East
6138,44,2024-07-08,Standard,South
6139,21,2024-07-20,Premium,West
6140,44,2024-06-19,Premium,West
6141,74,2024-08-09,Standard,South
6142,37,2024-05-02,Standard,North
6143,75,2024-02-09,Budget,North
6144,54,2024-05-29,Standard,South
6145,66,2023-05-04,Standard,West
6146,28,2023-06-27,Standard,South
6147,26,2023-07-17,Standard,North
6148,23,2024-03-09,Standard,West
6149,70,2023-07-26,Budget,South
6150,34,2024-09-01,Premium,East
6151,23,2023-03-10,Budget,West
6152,43,2024-07-23,Standard,East
6153,51,2023-10-10,Premium,West
6154,68,2023-01-13,Standard,West
6155,44,2023-04-26,Standard,South
6156,54,2023-06-01,Standard,North
6157,54,2023-04-19,Budget,North
6158,73,2023-10-20,Premium,East
6159,34,2024-02-25,Standard,West
6160,49,2024-11-01,Standard,West
6161,29,2023-02-08,Budget,East
6162,27,2024-02-17,Standard,West
6163,43,2023-02-09,Standard,East
6164,33,2024-12-08,Standard,North
6165,35,2024-05-01,Standard,East
6166,39,2023-01-21,Premium,East
6167,35,2023-11-15,Standard,West
6168,61,2024-12-13,Budget,North
6169,26,2023-08-22,Standard,East
6170,67,2024-03-29,Standard,East
6171,64,2023-10-03,Budget,West
6172,59,2024-09-11,Premium,North
6173,46,2023-07-12,Budget,South
6174,65,2024-02-21,Standard,West
6175,73,2024-06-12,Standard,East
6176,50,2023-02-27,Budget,South
6177,37,2023-03-09,Standard,West
6178,67,2023-05-19,Standard,North
6179,30,2023-06-27,Standard,South
6180,33,2023-03-01,Standard,North
6181,21,2024-04-12,Standard,East
6182,30,2024-12-22,Standard,East
6183,70,2024-01-13,Budget,West
6184,43,2024-06-01,Standard,North
6185,19,2024-11-28,Budget,South
6186,49,2024-01-17,Standard,West
6187,73,2023-07-01,Standard,West
6188,53,2024-08-23,Premium,East
6189,28,2023-12-19,Budget,East
6190,23,2024-12-06,Standard,East
6191,42,2023-01-29,Standard,North
6192,72,2023-06-16,Premium,South
6193,59,2023-08-15,Premium,South
6194,31,2024-11-24,Standard,East
6195,44,2024-10-29,Standard,North
6196,18,2024-11-29,Budget,West
6197,59,2023-05-16,Premium,South
6198,69,2024-09-07,Standard,North
6199,34,2023-08-18,Standard,East
6200,63,2024-12-30,Standard,East
6201,75,2024-03-09,Premium,West
6202,47,2023-12-24,Premium,East
6203,47,2023-08-12,Premium,East
6204,51,2024-11-24,Standard,West
6205,24,2024-08-21,Budget,North
6206,60,2024-06-07,Standard,East
6207,59,2024-07-28,Budget,East
6208,61,2023-11-02,Standard,North
6209,22,2024-05-08,Budget,East
6210,58,2023-10-11,Standard,East
6211,34,2023-10-11,Standard,East
6212,27,2023-07-12,Standard,South
6213,69,2023-02-28,Premium,West
6214,38,2024-11-07,Premium,South
6215,59,2023-01-27,Standard,West
6216,34,2023-10-30,Budget,West
6217,42,2024-02-19,Premium,North
6218,63,2024-08-20,Premium,South
6219,64,2023-12-18,Premium,South
6220,52,2024-12-03,Budget,West
6221,40,2024-11-18,Standard,East
6222,71,2023-06-24,Standard,South
6223,24,2023-10-28,Premium,West
6224,65,2023-05-12,Premium,East
6225,66,2024-07-26,Budget,South
6226,75,2024-11-27,Budget,East
6227,23,2024-11-01,Premium,South
6228,32,2023-12-30,Budget,East
6229,68,2024-03-06,Standard,East
6230,34,2024-01-16,Budget,East
6231,72,2024-04-19,Standard,North
6232,21,2024-04-26,Budget,North
6233,74,2024-04-28,Standard,South
6234,25,2024-05-27,Budget,West
6235,37,2024-06-26,Premium,West
6236,73,2023-02-25,Premium,South
6237,30,2023-05-21,Standard,East
6238,54,2024-02-24,Standard,West
6239,38,2023-05-27,Standard,South
6240,49,2023-03-24,Standard,East
6241,29,2024-10-08,Budget,East
6242,21,2024-10-11,Premium,North
6243,35,2024-04-07,Standard,South
6244,54,2023-06-22,Premium,South
6245,68,2024-05-16,Budget,North
6246,57,2023-05-13,Premium,West
6247,45,2024-10-10,Standard,West
6248,48,2024-03-15,Budget,West
6249,20,2023-01-05,Budget,South
6250,18,2024-01-18,Budget,East
6251,30,2024-06-27,Standard,North
6252,18,2024-11-23,Budget,South
6253,62,2023-08-20,Standard,East
6254,26,2023-11-16,Budget,North
6255,50,2024-01-28,Premium,East
6256,22,2023-06-21,Budget,North
6257,36,2023-11-02,Standard,West
6258,56,2024-06-16,Standard,East
6259,74,2024-03-20,Standard,South
6260,75,2023-12-17,Standard,West
6261,66,2024-01-03,Standard,South
6262,69,2023-06-18,Standard,West
6263,32,2023-01-20,Premium,South
6264,31,2023-05-15,Standard,North
6265,50,2024-08-26,Budget,South
6266,41,2023-05-07,Premium,North
6267,74,2024-01-20,Budget,East
6268,57,2024-07-01,Standard,North
6269,21,2024-08-31,Budget,North
6270,71,2024-10-31,Budget,North
6271,62,2023-02-19,Standard,North
6272,46,2024-03-02,Standard,West
6273,53,2023-05-07,Standard,East
6274,62,2024-04-30,Standard,South
6275,62,2023-07-30,Premium,North
6276,44,2023-11-05,Standard,North
6277,51,2024-11-09,Budget,East
6278,56,2024-09-29,Budget,South
6279,71,2024-03-04,Budget,North
6280,64,2024-06-07,Standard,North
6281,25,2023-10-17,Budget,North
6282,30,2024-05-24,Premium,South
6283,71,2023-09-27,Standard,South
6284,63,2024-01-02,Premium,West
6285,28,2023-10-30,Standard,North
6286,49,2024-07-15,Standard,South
6287,48,2024-12-05,Standard,East
6288,18,2023-08-29,Budget,North
6289,23,2024-11-18,Standard,North
6290,60,2024-08-10,Standard,West
6291,23,2023-06-02,Standard,North
6292,75,2023-04-14,Premium,East
6293,32,2024-10-21,Standard,West
6294,34,2023-10-31,Premium,West
6295,24,2023-02-21,Budget,South
6296,72,2023-02-10,Standard,East
6297,69,2024-01-04,Standard,East
6298,65,2024-03-12,Standard,North
6299,72,2023-04-08,Premium,North
6300,72,2023-01-10,Standard,South
6301,59,2024-11-10,Standard,South
6302,40,2023-12-03,Standard,West
6303,35,2024-09-28,Premium,North
6304,70,2024-01-17,Standard,East
6305,25,2023-07-07,Standard,West
6306,47,2024-02-14,Standard,East
6307,62,2024-01-30,Standard,West
6308,59,2024-03-07,Standard,South
6309,26,2023-04-26,Budget,North
6310,24,2023-06-13,Budget,West
6311,48,2024-08-27,Budget,West
6312,57,2023-07-05,Standard,West
6313,57,2024-01-03,Budget,North
6314,74,2024-12-01,Premium,South
6315,49,2024-05-09,Premium,North
6316,46,2024-02-26,Premium,North
6317,34,2023-03-06,Standard,East
6318,63,2023-01-13,Standard,South
6319,73,2024-11-16,Standard,East
6320,51,2024-06-15,Budget,North
6321,60,2024-03-19,Premium,South
6322,40,2024-05-08,Budget,West
6323,71,2023-06-02,Premium,North
6324,59,2023-01-12,Premium,South
6325,72,2024-06-01,Standard,West
6326,73,2024-05-22,Standard,South
6327,66,2023-03-18,Premium,West
6328,33,2023-11-25,Standard,East
6329,21,2023-10-12,Budget,South
6330,59,2024-07-17,Standard,West
6331,70,2024-02-17,Standard,South
6332,47,2023-03-22,Standard,West
6333,46,2024-08-09,Standard,North
6334,46,2024-05-25,Standard,East
6335,49,2023-05-02,Standard,North
6336,43,2023-04-16,Premium,West
6337,53,2023-02-06,Premium,North
6338,68,2023-04-04,Standard,East
6339,53,2024-06-04,Premium,South
6340,60,2024-11-01,Standard,West
6341,41,2023-12-16,Standard,North
6342,72,2023-08-17,Premium,West
6343,53,2023-12-06,Standard,West
6344,41,2024-11-03,Standard,West
6345,24,2023-04-27,Budget,South
6346,39,2023-01-03,Standard,East
6347,69,2024-10-10,Budget,East
6348,51,2024-07-14,Standard,East
6349,24,2024-12-19,Premium,North
6350,49,2023-06-18,Standard,South
6351,24,2024-02-24,Budget,East
6352,30,2024-09-17,Standard,South
6353,72,2023-05-04,Standard,West
6354,47,2023-08-09,Budget,South
6355,24,2023-12-13,Standard,West
6356,58,2023-02-17,Premium,North
6357,47,2024-04-06,Standard,South
6358,18,2024-05-25,Standard,North
6359,45,2024-07-20,Budget,West
6360,67,2024-06-04,Budget,South
6361,55,2024-12-09,Standard,South
6362,24,2023-05-12,Standard,West
6363,56,2024-11-04,Budget,East
6364,74,2024-05-31,Standard,West
6365,56,2024-03-04,Budget,South
6366,43,2023-10-08,Standard,East
6367,46,2023-10-29,Standard,South
6368,44,2023-05-22,Premium,East
6369,53,2024-12-19,Standard,East
6370,65,2024-12-29,Standard,South
6371,31,2023-07-25,Standard,East
6372,40,2024-12-04,Premium,South
6373,59,2024-12-28,Standard,South
6374,52,2024-05-30,Budget,East
6375,25,2024-12-28,Standard,East
6376,48,2024-07-29,Premium,West
6377,65,2024-11-21,Premium,East
6378,69,2024-03-08,Standard,North
6379,24,2024-06-19,Budget,North
6380,27,2024-01-26,Budget,North
6381,21,2024-11-17,Standard,South
6382,66,2023-10-01,Premium,South
6383,61,2023-10-21,Standard,East
6384,71,2023-05-30,Premium,North
6385,68,2024-12-08,Budget,East
6386,66,2023-07-28,Premium,North
6387,70,2024-01-03,Standard,West
6388,57,2023-04-15,Premium,South
6389,53,2024-10-24,Standard,West
6390,50,2023-09-01,Standard,East
6391,60,2024-12-10,Standard,North
6392,42,2024-01-26,Budget,West
6393,38,2024-12-02,Premium,North
6394,65,2023-01-14,Premium,East
6395,57,2023-07-27,Standard,West
6396,58,2023-08-19,Standard,East
6397,52,2024-08-25,Standard,South
6398,36,2023-07-18,Premium,West
6399,61,2023-07-01,Premium,North
6400,29,2023-07-11,Budget,North
6401,20,2024-01-22,Standard,West
6402,53,2023-10-13,Premium,East
6403,28,2023-05-14,Standard,East
6404,39,2023-01-06,Standard,West
6405,27,2024-12-27,Premium,North
6406,38,2023-06-07,Standard,North
6407,57,2024-10-02,Premium,East
6408,68,2024-05-17,Budget,East
6409,68,2023-03-16,Premium,East
6410,32,2024-06-22,Standard,South
6411,22,2024-06-17,Budget,South
6412,52,2024-03-01,Standard,West
6413,40,2023-04-05,Standard,South
6414,60,2023-08-07,Premium,East
6415,41,2023-12-06,Standard,East
6416,66,2023-08-12,Standard,West
6417,70,2024-07-28,Budget,North
6418,60,2023-04-28,Standard,East
6419,33,2024-04-01,Standard,South
6420,61,2023-02-10,Standard,East
6421,68,2024-01-26,Standard,North
6422,34,2024-01-31,Premium,East
6423,51,2023-01-26,Standard,East
6424,69,2024-06-10,Budget,West
6425,20,2024-05-13,Standard,East
6426,30,2024-10-29,Standard,East
6427,23,2024-06-10,Standard,North
6428,67,2023-06-21,Standard,North
6429,22,2024-10-03,Premium,South
6430,58,2024-11-17,Standard,South
6431,45,2024-12-02,Budget,North
6432,52,2023-07-30,Premium,West
6433,70,2024-10-24,Standard,North
6434,27,2024-12-03,Budget,North
6435,63,2024-04-15,Budget,East
6436,23,2023-02-08,Standard,North
6437,29,2023-02-25,Standard,East
6438,22,2024-07-25,Standard,South
6439,44,2023-09-22,Budget,West
6440,58,2024-04-06,Budget,West
6441,38,2024-03-19,Standard,North
6442,61,2024-02-03,Budget,North
6443,18,2024-07-01,Budget,North
6444,20,2024-08-22,Budget,North
6445,50,2024-01-02,Premium,North
6446,68,2023-10-24,Standard,East
6447,23,2024-09-13,Standard,East
6448,42,2024-03-24,Budget,West
6449,19,2024-11-07,Budget,West
6450,52,2023-06-10,Standard,South
6451,65,2023-05-20,Premium,West
6452,36,2024-07-12,Standard,South
6453,61,2023-11-02,Premium,East
6454,53,2023-01-12,Premium,South
6455,20,2023-05-07,Premium,North
6456,56,2024-08-09,Budget,West
6457,53,2024-07-04,Standard,North
6458,31,2023-11-09,Standard,East
6459,44,2023-08-05,Standard,South
6460,29,2023-06-14,Standard,South
6461,71,2024-09-23,Standard,East
6462,25,2023-07-18,Budget,South
6463,69,2024-11-18,Budget,North
6464,47,2024-07-16,Standard,North
6465,60,2023-10-25,Budget,North
6466,24,2023-09-14,Budget,South
6467,49,2024-08-17,Standard,East
6468,26,2024-01-01,Budget,South
6469,36,2023-04-13,Premium,North
6470,38,2023-07-18,Budget,West
6471,39,2024-04-06,Standard,East
6472,55,2024-12-11,Budget,South
6473,54,2024-08-02,Budget,East
6474,45,2023-11-20,Budget,South
6475,38,2023-01-05,Budget,South
6476,63,2023-08-15,Premium,West
6477,71,2023-10-11,Premium,East
6478,61,2023-05-18,Premium,East
6479,47,2024-05-06,Premium,West
6480,67,2024-01-03,Standard,East
6481,53,2024-05-13,Standard,North
6482,59,2023-06-29,Budget,North
6483,72,2023-10-15,Standard,South
6484,30,2024-07-05,Budget,East
6485,22,2024-10-03,Standard,North
6486,72,2023-01-20,Standard,North
6487,55,2024-08-18,Budget,West
6488,31,2024-08-27,Standard,North
6489,34,2024-07-18,Standard,West
6490,67,2024-10-31,Budget,South
6491,43,2024-01-10,Premium,South
6492,64,2024-08-26,Standard,East
6493,47,2023-05-18,Standard,North
6494,41,2024-02-11,Premium,North
6495,33,2024-11-09,Standard,South
6496,26,2024-06-10,Premium,West
6497,29,2023-06-13,Premium,South
6498,40,2024-05-10,Premium,North
6499,66,2023-08-13,Budget,West
6500,22,2023-08-26,Budget,East
6501,32,2024-01-14,Budget,North
6502,31,2024-11-15,Standard,East
6503,48,2024-02-02,Standard,West
6504,20,2023-02-17,Budget,East
6505,63,2023-04-16,Premium,East
6506,55,2023-09-27,Premium,South
6507,59,2024-01-21,Standard,West
6508,55,2024-01-10,Standard,North
6509,34,2024-06-13,Standard,West
6510,51,2023-08-17,Standard,West
6511,70,2023-12-28,Premium,East
6512,68,2024-05-13,Premium,West
6513,18,2024-09-10,Budget,South
6514,28,2024-03-26,Standard,South
6515,50,2023-03-20,Premium,East
6516,27,2023-08-05,Budget,South
6517,41,2023-06-11,Premium,North
6518,32,2024-11-07,Standard,West
6519,64,2023-12-05,Budget,North
6520,61,2024-05-08,Standard,West
6521,31,2024-05-05,Premium,South
6522,71,2024-10-24,Premium,West
6523,33,2023-01-23,Standard,North
6524,54,2023-05-11,Premium,South
6525,58,2023-05-18,Standard,North
6526,27,2024-08-09,Premium,North
6527,34,2023-06-20,Standard,South
6528,43,2024-06-13,Budget,North
6529,70,2024-11-08,Budget,East
6530,31,2023-03-29,Standard,West
6531,48,2024-09-13,Standard,West
6532,32,2023-06-24,Standard,West
6533,27,2024-09-07,Budget,South
6534,60,2024-09-30,Standard,East
6535,64,2023-06-21,Premium,East
6536,56,2024-04-09,Budget,North
6537,42,2023-08-24,Standard,West
6538,24,2023-05-16,Standard,North
6539,51,2023-07-27,Premium,West
6540,56,2023-06-03,Premium,North
6541,48,2023-07-01,Budget,North
6542,50,2024-06-28,Standard,North
6543,48,2023-04-06,Budget,South
6544,52,2024-09-09,Premium,North
6545,59,2024-11-25,Standard,West
6546,44,2024-06-18,Standard,East
6547,62,2023-02-14,Premium,West
6548,69,2023-08-23,Premium,West
6549,40,2024-01-26,Budget,North
6550,26,2024-03-11,Standard,East
6551,67,2024-05-03,Standard,South
